trap_id,latitude,longitude,reporting_area,Status,collected_at,ID Type,eggs_caught,#aeg,#positive
D66,34.4346,35.8362,Comuna 1,TRUE,"Jan 20, 2021 12:44:56","Larvae, Eggs, Pupae",,5,3
D68,34.4346,35.8362,Comuna 1,TRUE,"Jan 20, 2021 12:46:21","Larvae, Eggs",,5,3
D72,3.4538585,-76.561881,Comuna 1,TRUE,"Jan 20, 2021 12:47:02",Eggs,114,,
D73,3.455314,-76.5533947,Comuna 1,TRUE,"Jan 20, 2021 12:47:36",Eggs,,,
D74,34.4346,35.8362,Comuna 1,TRUE,"Jan 20, 2021 12:48:54","Larvae, Eggs, Pupae",,,
D76,3.4561907,-76.5817363,Comuna 1,TRUE,"Jan 20, 2021 12:49:49","Eggs, Pupae",125,,
D78,3.4524622,-76.5726328,Comuna 1,TRUE,"Jan 20, 2021 12:51:14","Larvae, Eggs, Pupae",,,
D82,3.4560491,-76.5751999,Comuna 1,TRUE,"Jan 20, 2021 12:52:25","Larvae, Eggs, Pupae",,5,4
D83,3.4516727,-76.5651379,Comuna 1,TRUE,"Jan 20, 2021 12:52:59",Eggs,62,,
D93,3.4498056,-76.5575822,Comuna 1,TRUE,"Jan 20, 2021 12:53:32",Eggs,52,,
D94,3.4654216,-76.5904438,Comuna 1,TRUE,"Jan 20, 2021 12:55:39","Larvae, Eggs, Pupae",2120,,
K2,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 13:08:05","Larvae, Eggs",,5,1
K4,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 13:09:20",Eggs,,,
K5,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 14:40:09","Larvae, Eggs, Pupae",314,4,0
K7,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 14:41:22","Larvae, Eggs",249,5,0
K9,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 14:42:18","Larvae, Eggs",,5,0
K13,3.4198671,-76.5515109,Comuna 20,TRUE,"Jan 20, 2021 14:44:43","Larvae, Eggs",16,1,0
K14,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 14:45:37","Larvae, Eggs",132,5,3
K16,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 14:46:33","Larvae, Eggs",442,2,1
K17,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 20, 2021 14:47:31","Larvae, Eggs",250,5,0
D92,3.5478261,-76.3237469,Comuna 18,TRUE,"Jan 20, 2021 15:29:07","Larvae, Eggs",1179,5,5
D51,3.377784,-76.5567873,Comuna 18,TRUE,"Jan 20, 2021 15:30:10","Larvae, Eggs",754,5,5
D69,3.3754187,-76.5506924,Comuna 18,FALSE,"Jan 20, 2021 15:30:53","Larvae, Eggs",9,3,0
D88,3.3792907,-76.5610537,Comuna 18,TRUE,"Jan 20, 2021 15:31:34","Larvae, Eggs",193,5,1
D5,3.3951545,-76.5588553,Comuna 18,TRUE,"Jan 20, 2021 15:32:47","Larvae, Eggs",1618,5,4
D11,3.385966,-76.5504035,Comuna 18,TRUE,"Jan 20, 2021 15:40:22","Larvae, Eggs",150,5,5
D17,3.388569,-76.5611619,Comuna 18,TRUE,"Jan 20, 2021 15:42:44","Larvae, Eggs",807,5,5
D46,3.3769471,-76.5471116,Comuna 18,TRUE,"Jan 20, 2021 15:43:42","Larvae, Eggs",96,5,2
D90,3.3832135,-76.547081,Comuna 18,TRUE,"Jan 26, 2021 12:27:49","Larvae, Eggs",36,4,3
D89,3.3832135,-76.547081,Comuna 18,TRUE,"Jan 26, 2021 12:29:52","Larvae, Eggs",621,5,5
D35,3.4368089,-76.5154026,Comuna 1,TRUE,"Jan 26, 2021 12:33:00","Larvae, Eggs",216,5,1
D67,34.4346,35.8362,Comuna 1,TRUE,"Jan 26, 2021 12:34:49","Larvae, Eggs",163,5,0
K10,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 26, 2021 12:38:17","Larvae, Eggs",457,5,5
K3,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 26, 2021 15:26:31","Larvae, Eggs",326,5,1
D62,34.4346,35.8362,Comuna 1,TRUE,"Jan 26, 2021 15:27:17","Larvae, Eggs",298,5,3
K76,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 26, 2021 15:28:01","Larvae, Eggs",172,5,5
D57,3.4562384,-76.5752114,Comuna 1,TRUE,"Jan 26, 2021 15:28:46","Larvae, Eggs",393,5,0
K6,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 26, 2021 15:30:46","Larvae, Eggs",119,5,4
K11,3.4207214,-76.5511712,Comuna 20,TRUE,"Jan 26, 2021 15:32:25","Larvae, Eggs",465,5,1
D63,3.4539848,-76.5620857,Comuna 1,TRUE,"Jan 26, 2021 15:35:03","Larvae, Eggs",89,5,5
D1,3.3969324,-76.5530043,Comuna 18,FALSE,"Jan 27, 2021 12:03:26",Eggs,,,
D87,3.382559,-76.5622969,Comuna 18,FALSE,"Jan 27, 2021 12:03:55",Eggs,,,
D5,3.3983049,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:09:29",Eggs,1506,,
D18,3.3983049,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:10:08",Eggs,20,,
D13,3.3983049,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:11:22","Larvae, Eggs",381,2,0
D11,3.3995338,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:12:22",Eggs,3,,
D85,3.3983049,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:13:41","Larvae, Eggs",,2,1
D4,3.3995338,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:14:57","Larvae, Eggs, Pupae",,1,0
D3,3.3995338,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:15:48",Eggs,,,
D7,3.3983049,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:16:31",Eggs,,,
D9,3.3995338,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:17:14","Larvae, Eggs",,,
D19,3.3983049,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:18:21","Larvae, Eggs, Pupae",,5,0
D2,3.3983049,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 12:26:51","Larvae, Eggs",,,
D86,3.3844188,-76.5842005,Comuna 18,TRUE,"Jan 27, 2021 12:29:59",Eggs,,,
D91,3.385904,-76.5604797,Comuna 18,TRUE,"Jan 27, 2021 12:30:58",Eggs,63,,
D17,3.3885086,-76.5611197,Comuna 18,TRUE,"Jan 27, 2021 12:32:06","Larvae, Eggs",1025,5,5
D92,3.3871269,-76.5629199,Comuna 18,TRUE,"Jan 27, 2021 12:32:42",Eggs,980,,
D16,3.38371,-76.5650342,Comuna 18,TRUE,"Jan 27, 2021 12:33:18",Eggs,1,,
D81,3.3792737,-76.5610341,Comuna 18,TRUE,"Jan 27, 2021 12:33:53",Eggs,47,,
D51,3.3780462,-76.5571238,Comuna 18,TRUE,"Jan 27, 2021 12:34:43","Larvae, Eggs, Pupae",,5,4
D52,3.3686458,-76.5548721,Comuna 18,TRUE,"Jan 27, 2021 12:36:05","Larvae, Eggs",,5,0
D53,3.3741431,-76.5536291,Comuna 18,TRUE,"Jan 27, 2021 12:36:34",Eggs,,,
D69,3.3751112,-76.5522928,Comuna 18,TRUE,"Jan 27, 2021 12:37:48","Larvae, Eggs",,5,1
D88,3.3709675,-76.5562211,Comuna 18,TRUE,"Jan 27, 2021 12:38:21",Eggs,164,,
D45,3.3761794,-76.5533355,Comuna 18,TRUE,"Jan 27, 2021 12:39:28","Larvae, Eggs",46,4,3
D46,3.3781185,-76.5462688,Comuna 18,TRUE,"Jan 27, 2021 12:40:19",Eggs,118,,
D44,3.377124,-76.545529,Comuna 18,TRUE,"Jan 27, 2021 12:40:51",Eggs,64,,
D47,3.3720991,-76.5465569,Comuna 18,TRUE,"Jan 27, 2021 12:41:25",Eggs,115,,
D48,3.372202,-76.5491657,Comuna 18,TRUE,"Jan 27, 2021 12:42:01",Eggs,90,,
D54,3.3687924,-76.5551801,Comuna 18,TRUE,"Jan 27, 2021 12:42:58",Eggs,,,
D14,3.3995338,-76.552255,Comuna 18,TRUE,"Jan 27, 2021 16:42:58",Eggs,39,,
D58,3.4537264,-76.5737102,Comuna 1,FALSE,"Feb 4, 2021 9:22:09",Eggs,,,
D59,3.4516468,-76.5652578,Comuna 1,TRUE,"Feb 4, 2021 9:22:34",Eggs,,,
K15,3.4147139,-76.5541679,Comuna 20,FALSE,"Feb 4, 2021 9:23:07",Eggs,,,
K3,3.4147202,-76.5541792,Comuna 20,TRUE,"Feb 4, 2021 9:28:00",Eggs,97,,
K4,3.4147153,-76.5541671,Comuna 20,TRUE,"Feb 4, 2021 9:28:46",Eggs,10,,
K5,3.4171669,-76.5605634,Comuna 20,TRUE,"Feb 4, 2021 9:32:24",Eggs,69,,
K6,3.4147153,-76.5541671,Comuna 20,TRUE,"Feb 4, 2021 9:33:30","Larvae, Eggs",,1,0
K7,3.4147335,-76.5541843,Comuna 20,TRUE,"Feb 4, 2021 9:34:35","Larvae, Eggs",,2,0
K9,3.4147139,-76.5541679,Comuna 20,TRUE,"Feb 4, 2021 9:35:26","Larvae, Eggs, Pupae",,5,0
K12,3.4147481,-76.5541513,Comuna 20,TRUE,"Feb 4, 2021 9:41:55","Larvae, Eggs, Pupae",,,
K13,3.4147335,-76.5541843,Comuna 20,TRUE,"Feb 4, 2021 9:43:02","Larvae, Eggs, Pupae",,5,0
K14,3.4147481,-76.5541513,Comuna 20,TRUE,"Feb 4, 2021 9:43:50","Larvae, Eggs",,2,0
D35,3.4600052,-76.5843189,Comuna 1,TRUE,"Feb 4, 2021 9:52:36",Eggs,135,,
D49,3.4544969,-76.5660061,Comuna 1,TRUE,"Feb 4, 2021 9:54:29",Eggs,22,,
D55,3.4545295,-76.5661231,Comuna 1,TRUE,"Feb 4, 2021 10:01:29",Eggs,231,,
D57,3.4540513,-76.5745796,Comuna 1,TRUE,"Feb 4, 2021 10:02:34","Larvae, Eggs, Pupae",,2,0
D61,3.4531136,-76.5587572,Comuna 1,TRUE,"Feb 4, 2021 10:03:16",Eggs,43,,
D63,3.4559361,-76.5582123,Comuna 1,TRUE,"Feb 4, 2021 10:04:46","Larvae, Eggs",,5,0
D66,3.4601767,-76.5515836,Comuna 1,TRUE,"Feb 4, 2021 10:11:14",Eggs,10,,
D67,3.460128,-76.5516901,Comuna 1,TRUE,"Feb 4, 2021 10:12:10",Eggs,486,,
D68,3.457203,-76.5493919,Comuna 1,TRUE,"Feb 4, 2021 10:13:12","Larvae, Eggs, Pupae",,5,1
D72,3.4553494,-76.5532119,Comuna 1,TRUE,"Feb 4, 2021 10:14:42",Eggs,,,
D74,3.4540072,-76.5620854,Comuna 1,TRUE,"Feb 4, 2021 10:16:04","Larvae, Eggs, Pupae",,3,1
D76,3.4556463,-76.580269,Comuna 1,TRUE,"Feb 4, 2021 10:17:28",Eggs,22,,
D78,3.4523883,-76.5694007,Comuna 1,TRUE,"Feb 4, 2021 10:20:34","Eggs, Pupae",,,
D82,3.4550114,-76.5758094,Comuna 1,TRUE,"Feb 4, 2021 10:21:31","Larvae, Eggs",,,
D83,3.4517713,-76.5654711,Comuna 1,TRUE,"Feb 4, 2021 10:23:00","Larvae, Eggs",,5,0
D93,3.4525163,-76.5603149,Comuna 1,TRUE,"Feb 4, 2021 10:24:02","Larvae, Eggs, Pupae",,,
D94,3.4614924,-76.587412,Comuna 1,TRUE,"Feb 4, 2021 10:25:17","Larvae, Eggs, Pupae",,,
D95,3.4615253,-76.5873745,Comuna 1,TRUE,"Feb 4, 2021 10:26:21",Eggs,,,
K8,3.4147161,-76.5541676,Comuna 20,TRUE,"Feb 4, 2021 10:32:06","Larvae, Eggs, Pupae",,,
D90,3.4188735,-76.5505725,Comuna 18,TRUE,"Feb 8, 2021 13:55:46",Eggs,309,,
D89,3.4188735,-76.5505725,Comuna 18,TRUE,"Feb 8, 2021 13:56:55","Larvae, Eggs",619,3,3
K76,3.4147226,-76.5541857,Comuna 20,TRUE,"Feb 8, 2021 13:58:24","Larvae, Eggs",115,5,0
D73,3.4553494,-76.5532119,Comuna 1,TRUE,"Feb 8, 2021 13:59:48","Larvae, Eggs",150,5,4
K2,3.4147226,-76.5541857,Comuna 20,TRUE,"Feb 8, 2021 14:01:54","Larvae, Eggs",196,5,0
K10,3.4147202,-76.5541792,Comuna 20,TRUE,"Feb 8, 2021 14:03:22","Larvae, Eggs",464,5,1
K17,3.4147153,-76.5541671,Comuna 20,TRUE,"Feb 8, 2021 14:05:05","Larvae, Eggs",78,3,0
K16,3.4147335,-76.5541843,Comuna 20,TRUE,"Feb 8, 2021 14:06:25","Larvae, Eggs",238,5,4
D62,3.457113,-76.5609676,Comuna 1,TRUE,"Feb 8, 2021 14:13:20","Larvae, Eggs",71,5,0
D64,3.4588312,-76.5574045,Comuna 1,TRUE,"Feb 8, 2021 14:14:46","Larvae, Eggs",296,5,0
K11,3.4147161,-76.5541676,Comuna 20,TRUE,"Feb 8, 2021 14:17:30","Larvae, Eggs",413,5,1
D37,3.4555582,-76.5799926,Comuna 1,TRUE,"Feb 8, 2021 14:20:47","Larvae, Eggs",237,1,0
D87,3.3840117,-76.5651515,Comuna 18,FALSE,"Feb 10, 2021 9:14:16",Eggs,,,
D5,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:21:44","Larvae, Eggs, Pupae",,5,3
D86,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:23:14","Larvae, Eggs, Pupae",,4,0
D13,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:26:43","Larvae, Eggs",,5,0
D14,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:27:19",Eggs,,,
D17,3.3682493,-76.5549288,Comuna 18,TRUE,"Feb 10, 2021 9:43:06","Larvae, Eggs, Pupae",,5,2
D81,3.3682493,-76.5549288,Comuna 18,TRUE,"Feb 10, 2021 9:44:02","Larvae, Eggs",618,5,5
D51,3.3750702,-76.5561797,Comuna 18,TRUE,"Feb 10, 2021 9:45:11","Larvae, Eggs",,5,5
D85,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:46:42","Larvae, Eggs",496,,
D4,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:48:02","Larvae, Eggs, Pupae",,5,0
D3,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:53:12","Larvae, Eggs",,4,1
D7,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 10, 2021 9:55:06","Larvae, Eggs",,5,3
D1,3.3960983,-76.5482812,Comuna 18,TRUE,"Feb 10, 2021 9:57:59",Eggs,10,,
D53,3.3743995,-76.5549083,Comuna 18,TRUE,"Feb 10, 2021 9:58:57","Larvae, Eggs, Pupae",,5,0
D69,3.3742283,-76.5534867,Comuna 18,TRUE,"Feb 10, 2021 10:00:07","Larvae, Eggs",,5,0
D45,3.3756688,-76.5548327,Comuna 18,TRUE,"Feb 10, 2021 10:01:32","Larvae, Eggs",51,2,1
D46,3.377019,-76.547176,Comuna 18,TRUE,"Feb 10, 2021 10:02:22",Eggs,30,,
D44,3.3770449,-76.5455259,Comuna 18,TRUE,"Feb 10, 2021 10:02:57",Eggs,,,
D47,3.3721247,-76.5465489,Comuna 18,TRUE,"Feb 10, 2021 10:04:16","Larvae, Eggs, Pupae",,5,2
D48,3.3719875,-76.5490092,Comuna 18,TRUE,"Feb 10, 2021 10:04:57",Eggs,282,,
D54,3.3684017,-76.5552065,Comuna 18,TRUE,"Feb 10, 2021 10:05:59","Larvae, Eggs",,,
D16,3.3840117,-76.5651515,Comuna 18,TRUE,"Feb 10, 2021 10:06:35",Eggs,357,,
D92,3.3837145,-76.5652355,Comuna 18,TRUE,"Feb 10, 2021 10:07:06",Eggs,1173,,
D88,3.3761312,-76.5532625,Comuna 18,TRUE,"Feb 15, 2021 9:56:01","Larvae, Eggs",204,5,0
D91,3.3896321,-76.5590225,Comuna 18,TRUE,"Feb 15, 2021 9:57:17","Larvae, Eggs",133,0,0
D11,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 15, 2021 9:59:40","Larvae, Eggs",171,1,1
D9,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 15, 2021 10:00:52","Larvae, Eggs",89,1,1
D18,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 15, 2021 10:02:43","Larvae, Eggs",149,3,3
D2,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 15, 2021 10:03:38","Larvae, Eggs",272,3,3
D52,3.3751013,-76.556175,Comuna 18,TRUE,"Feb 15, 2021 10:05:19","Larvae, Eggs",884,3,3
D19,3.3976599,-76.5500875,Comuna 18,TRUE,"Feb 15, 2021 10:06:35","Larvae, Eggs",357,4,4
K7,3.4149025,-76.5541947,Comuna 20,FALSE,"Feb 17, 2021 13:53:58",Eggs,,,
K76,3.414834,-76.5542254,Comuna 20,FALSE,"Feb 17, 2021 13:54:30",Eggs,,,
D35,3.4219251,-76.549365,Comuna 1,FALSE,"Feb 17, 2021 13:55:44",Eggs,,,
D73,3.4194817,-76.5504487,Comuna 1,FALSE,"Feb 17, 2021 13:56:13",Eggs,,,
K2,3.4149025,-76.5541947,Comuna 20,FALSE,"Feb 17, 2021 13:56:44",Eggs,,,
K10,3.4148256,-76.5542136,Comuna 20,TRUE,"Feb 17, 2021 14:02:15",Eggs,17,,
K3,3.414834,-76.5542254,Comuna 20,TRUE,"Feb 17, 2021 14:03:31","Larvae, Eggs",25,5,2
K12,3.414834,-76.5542254,Comuna 20,TRUE,"Feb 17, 2021 14:06:42","Larvae, Eggs",,,
K17,3.4149198,-76.5542518,Comuna 20,TRUE,"Feb 17, 2021 14:07:31",Eggs,42,,
K9,3.4148256,-76.5542136,Comuna 20,TRUE,"Feb 17, 2021 14:08:59","Larvae, Eggs",,5,0
K5,3.4164649,-76.5544224,Comuna 20,TRUE,"Feb 17, 2021 14:10:27",Eggs,112,,
K4,3.4149198,-76.5542518,Comuna 20,TRUE,"Feb 17, 2021 14:11:44","Larvae, Eggs",,4,4
K14,3.4148256,-76.5542136,Comuna 20,TRUE,"Feb 17, 2021 14:12:37",Eggs,56,,
K8,3.414834,-76.5542254,Comuna 20,TRUE,"Feb 17, 2021 14:13:53","Larvae, Eggs",,3,0
K6,3.4164649,-76.5544224,Comuna 20,TRUE,"Feb 17, 2021 14:15:25",Eggs,45,,
K13,3.414834,-76.5542254,Comuna 20,TRUE,"Feb 17, 2021 14:17:09","Larvae, Eggs",,5,0
K11,3.4148953,-76.5542313,Comuna 20,TRUE,"Feb 17, 2021 14:19:26",Eggs,,,
D68,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:20:43","Larvae, Eggs, Pupae",,5,5
D67,3.4194663,-76.549365,Comuna 1,TRUE,"Feb 17, 2021 14:22:07","Larvae, Eggs",,1,1
D66,3.4207214,-76.5511712,Comuna 1,TRUE,"Feb 17, 2021 14:23:23","Larvae, Eggs, Pupae",,5,5
D64,3.4207214,-76.5511712,Comuna 1,TRUE,"Feb 17, 2021 14:24:20",Eggs,145,,
D62,3.4207214,-76.5511712,Comuna 1,TRUE,"Feb 17, 2021 14:25:54","Larvae, Eggs",127,,
D63,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:27:23","Larvae, Eggs",,5,0
D74,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:28:43",Eggs,61,,
D72,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:31:34",Eggs,98,,
D93,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:33:46","Larvae, Eggs",,,
D55,3.4194766,-76.5500875,Comuna 1,TRUE,"Feb 17, 2021 14:35:04","Larvae, Eggs",,5,2
D49,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:36:54",Eggs,207,,
D57,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:38:34","Larvae, Eggs",,,
D82,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:39:51","Larvae, Eggs",,5,0
D76,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:41:10",Eggs,48,,
D95,3.4207214,-76.5511712,Comuna 1,TRUE,"Feb 17, 2021 14:42:13",Eggs,,,
D94,3.4219251,-76.549365,Comuna 1,TRUE,"Feb 17, 2021 14:43:56","Larvae, Eggs",,,
D37,3.4207214,-76.5511712,Comuna 1,TRUE,"Feb 17, 2021 14:44:59",Eggs,124,,
D58,3.4194817,-76.5504487,Comuna 1,TRUE,"Feb 17, 2021 14:45:59",Eggs,,,
D78,3.4194663,-76.549365,Comuna 1,TRUE,"Feb 17, 2021 14:47:36","Larvae, Eggs",,,
D59,3.4194663,-76.549365,Comuna 1,TRUE,"Feb 17, 2021 14:48:43","Larvae, Eggs",,3,0
D61,3.4194663,-76.549365,Comuna 1,TRUE,"Feb 17, 2021 14:49:59","Larvae, Eggs",,,
K15,3.414834,-76.5542254,Comuna 20,TRUE,"Feb 17, 2021 14:53:07",Eggs,2539,,
D90,3.3801619,-76.5490116,Comuna 18,TRUE,"Feb 19, 2021 14:16:04","Larvae, Eggs",167,5,2
D89,3.3851633,-76.5469497,Comuna 18,TRUE,"Feb 19, 2021 14:17:27","Larvae, Eggs",434,5,4
D83,3.4357635,-76.5497262,Comuna 1,TRUE,"Feb 19, 2021 14:18:44","Larvae, Eggs",411,5,0
K16,3.4164649,-76.5544224,Comuna 20,TRUE,"Feb 19, 2021 14:19:42","Larvae, Eggs",51,1,0
D14,3.3839291,-76.5565899,Comuna 18,TRUE,"Feb 24, 2021 10:21:37",Eggs,149,,
D86,34.4346,35.8362,Comuna 18,TRUE,"Feb 24, 2021 10:25:42","Larvae, Eggs, Pupae",,5,2
D91,3.3859239,-76.5605082,Comuna 18,TRUE,"Feb 24, 2021 10:30:27",Eggs,,,
D17,3.3885324,-76.5611893,Comuna 18,TRUE,"Feb 24, 2021 10:32:51",Eggs,,5,0
D7,3.3882321,-76.5535424,Comuna 18,TRUE,"Feb 24, 2021 10:34:49","Larvae, Eggs",,5,0
D3,3.3912446,-76.5526162,Comuna 18,TRUE,"Feb 24, 2021 10:37:03","Larvae, Eggs",,4,2
D4,3.3914804,-76.5475587,Comuna 18,TRUE,"Feb 24, 2021 10:38:06","Larvae, Eggs",209,5,0
D9,3.3922427,-76.5580348,Comuna 18,TRUE,"Feb 24, 2021 10:39:43","Larvae, Eggs",101,5,5
D13,3.3882444,-76.5576736,Comuna 18,TRUE,"Feb 24, 2021 11:48:32","Larvae, Eggs, Pupae",,5,5
D18,3.3903387,-76.5571479,Comuna 18,TRUE,"Feb 24, 2021 11:51:00","Larvae, Eggs",138,4,4
D2,3.3922427,-76.5580348,Comuna 18,TRUE,"Feb 24, 2021 11:53:51","Larvae, Eggs",,5,5
D19,3.3979977,-76.552255,Comuna 18,TRUE,"Feb 24, 2021 11:57:29","Larvae, Eggs, Pupae",169,5,2
D16,3.3840602,-76.5651165,Comuna 18,TRUE,"Feb 24, 2021 12:04:18",Eggs,38,,
D51,3.3777798,-76.5569257,Comuna 18,FALSE,"Feb 24, 2021 12:05:21",Eggs,,,
D52,3.3783655,-76.5540612,Comuna 18,TRUE,"Feb 24, 2021 12:06:35","Larvae, Eggs, Pupae",1227,5,3
D53,3.3752744,-76.5526162,Comuna 18,TRUE,"Feb 24, 2021 12:08:09","Larvae, Eggs",32,1,1
D54,3.3680924,-76.5549847,Comuna 18,TRUE,"Feb 24, 2021 12:09:17","Larvae, Eggs",,,
D87,3.3713374,-76.556772,Comuna 18,TRUE,"Feb 24, 2021 12:10:27",Eggs,,,
D48,3.3721124,-76.5491776,Comuna 18,TRUE,"Feb 24, 2021 12:11:29","Larvae, Eggs",,4,4
D47,3.3729863,-76.5455125,Comuna 18,TRUE,"Feb 24, 2021 12:12:45","Larvae, Eggs",,4,4
D44,3.3800625,-76.5451097,Comuna 18,TRUE,"Feb 24, 2021 12:13:48","Larvae, Eggs",44,5,1
D45,3.3769745,-76.5470755,Comuna 18,TRUE,"Feb 24, 2021 12:15:55","Larvae, Eggs, Pupae",101,5,5
D69,3.3760685,-76.5531703,Comuna 18,TRUE,"Feb 24, 2021 12:18:40","Larvae, Eggs, Pupae",,5,4
D85,3.3846723,-76.5439461,Comuna 18,TRUE,"Feb 24, 2021 14:40:14","Larvae, Eggs, Pupae",495,5,2
D5,34.4346,35.8362,Comuna 18,TRUE,"Feb 24, 2021 16:10:33",Eggs,3,,
D81,3.379171,-76.5611248,Comuna 18,TRUE,"Mar 1, 2021 14:18:28","Larvae, Eggs",95,5,0
D92,3.3871664,-76.5630033,Comuna 18,TRUE,"Mar 1, 2021 14:27:00","Larvae, Eggs",258,5,5
D46,3.3769745,-76.5470755,Comuna 18,TRUE,"Mar 1, 2021 14:28:03","Larvae, Eggs",115,5,5
D11,3.3979977,-76.552255,Comuna 18,TRUE,"Mar 1, 2021 14:31:08","Larvae, Eggs",19,3,2
D1,3.3945674,-76.5486425,Comuna 18,TRUE,"Mar 1, 2021 14:33:29","Larvae, Eggs",64,5,5
D88,3.3761278,-76.5533208,Comuna 18,TRUE,"Mar 1, 2021 14:36:06","Larvae, Eggs",2648,5,1
K16,3.4197891,-76.5504487,Comuna 20,FALSE,"Mar 3, 2021 11:43:02",Eggs,,,
D94,3.4188037,-76.5505697,Comuna 1,FALSE,"Mar 3, 2021 11:43:53",Eggs,,,
K76,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 11:44:58",Eggs,,,
K2,3.411635,-76.5605634,Comuna 20,TRUE,"Mar 3, 2021 11:46:42","Larvae, Eggs",196,5,4
K3,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 11:48:54",Eggs,,,
K12,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 11:53:10","Larvae, Eggs",61,5,1
K11,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 11:56:04",Eggs,,,
K8,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 11:57:40","Larvae, Eggs",81,5,4
K15,3.4197891,-76.5504487,Comuna 20,TRUE,"Mar 3, 2021 12:00:04",Eggs,5,,
K9,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 12:01:21","Larvae, Eggs, Pupae",870,5,0
K5,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 12:47:41",Eggs,,,
K6,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 3, 2021 12:49:48","Larvae, Eggs",79,5,0
D67,3.4571873,-76.5491859,Comuna 1,TRUE,"Mar 3, 2021 13:49:14",Eggs,42,,
D68,3.4571601,-76.5492027,Comuna 1,TRUE,"Mar 3, 2021 13:51:03","Larvae, Eggs, Pupae",459,5,3
D63,3.4558644,-76.5592107,Comuna 1,TRUE,"Mar 3, 2021 13:56:47","Larvae, Eggs",,5,0
D62,3.4565099,-76.5572081,Comuna 1,TRUE,"Mar 3, 2021 13:58:36",Eggs,149,,
D64,3.4589474,-76.5580348,Comuna 1,TRUE,"Mar 3, 2021 13:59:58","Larvae, Eggs, Pupae",,5,3
D74,3.4559157,-76.5588792,Comuna 1,TRUE,"Mar 3, 2021 14:01:09","Larvae, Eggs",78,3,0
D72,3.4556154,-76.5516929,Comuna 1,TRUE,"Mar 3, 2021 14:03:16",Eggs,,,
D55,3.4544245,-76.5661477,Comuna 1,TRUE,"Mar 3, 2021 14:06:45","Larvae, Eggs",,5,0
