trap_id,latitude,longitude,reporting_area,Status,collected_at,ID Type,eggs_caught,#aeg,#positive
D49,3.4545067,-76.5661196,Comuna 1,TRUE,"Mar 3, 2021 14:07:41","Larvae, Eggs",,3,1
D82,3.4556633,-76.5702337,Comuna 1,TRUE,"Mar 3, 2021 14:08:23",Eggs,550,,
D57,3.4551143,-76.5757659,Comuna 1,TRUE,"Mar 3, 2021 14:09:38","Larvae, Eggs",,5,0
D35,3.4188037,-76.5505697,Comuna 1,FALSE,"Mar 3, 2021 14:13:25",Eggs,32,,
D95,3.4188037,-76.5505697,Comuna 1,TRUE,"Mar 3, 2021 14:14:19",Eggs,,,
D37,3.4188037,-76.5505697,Comuna 1,TRUE,"Mar 3, 2021 14:16:37","Larvae, Eggs, Pupae",285,5,0
D58,3.4187218,-76.550593,Comuna 1,TRUE,"Mar 3, 2021 14:18:18","Larvae, Eggs, Pupae",,5,5
D78,3.4187218,-76.550593,Comuna 1,TRUE,"Mar 3, 2021 14:19:33",Eggs,,,
D59,3.4187218,-76.550593,Comuna 1,TRUE,"Mar 3, 2021 14:21:05",Eggs,119,,
D61,3.4187218,-76.550593,Comuna 1,TRUE,"Mar 3, 2021 14:21:42",Eggs,,,
D83,3.4581007,-76.5826599,Comuna 1,TRUE,"Mar 3, 2021 14:22:59","Larvae, Eggs",192,5,0
D89,3.3858647,-76.547117,Comuna 18,TRUE,"Mar 5, 2021 10:26:33","Larvae, Eggs",56,1,0
D76,3.4188037,-76.5505697,Comuna 1,TRUE,"Mar 8, 2021 15:13:15","Larvae, Eggs",243,5,4
D66,3.4188037,-76.5505697,Comuna 1,TRUE,"Mar 8, 2021 15:16:38","Larvae, Eggs",171,5,0
D90,3.3859048,-76.5471072,Comuna 18,FALSE,"Mar 8, 2021 15:22:10","Larvae, Eggs",,3,3
D93,3.4526085,-76.5603752,Comuna 1,TRUE,"Mar 8, 2021 15:23:05","Larvae, Eggs",110,1,1
D73,3.4553838,-76.5532048,Comuna 1,TRUE,"Mar 8, 2021 15:24:09","Larvae, Eggs",116,5,5
K7,3.4197891,-76.5504487,Comuna 20,TRUE,"Mar 8, 2021 15:35:52","Larvae, Eggs",9,5,5
K13,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 8, 2021 15:37:32","Larvae, Eggs",104,2,0
D13,3.4194663,-76.549365,Comuna 18,FALSE,"Mar 9, 2021 15:48:19",Eggs,,,
D86,3.4188773,-76.5511712,Comuna 18,FALSE,"Mar 9, 2021 15:48:45",Eggs,,,
D51,3.4187307,-76.5506248,Comuna 18,FALSE,"Mar 9, 2021 15:49:07",Eggs,,,
D47,3.4188154,-76.5505605,Comuna 18,FALSE,"Mar 9, 2021 15:49:36",Eggs,,,
D48,3.4187878,-76.5505986,Comuna 18,FALSE,"Mar 9, 2021 15:50:06",Eggs,,,
D81,3.4187453,-76.5506238,Comuna 18,FALSE,"Mar 9, 2021 15:50:53",Eggs,,,
D87,3.4187672,-76.5506435,Comuna 18,FALSE,"Mar 9, 2021 15:51:20",Eggs,,,
D2,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 15:52:26","Larvae, Eggs",658,1,1
D1,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 15:53:24",Eggs,63,,
D9,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 15:55:18","Larvae, Eggs",116,,
D4,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 15:56:25","Larvae, Eggs",,5,5
D3,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 15:58:24","Larvae, Eggs",1536,4,4
D14,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 16:07:01",Eggs,,,
D7,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 16:08:21","Larvae, Eggs, Pupae",712,5,0
D11,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 16:10:25","Larvae, Eggs, Pupae",259,5,1
D19,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 16:11:34","Larvae, Eggs",,,
D5,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 9, 2021 16:14:33","Larvae, Eggs, Pupae",121,5,0
D45,3.418759,-76.5505731,Comuna 18,TRUE,"Mar 9, 2021 16:18:05",Eggs,,,
D16,3.4186994,-76.5505606,Comuna 18,TRUE,"Mar 9, 2021 16:19:37","Larvae, Eggs",361,,
D44,3.4187453,-76.5506238,Comuna 18,TRUE,"Mar 9, 2021 16:21:40",Eggs,,,
D69,3.4186994,-76.5505606,Comuna 18,TRUE,"Mar 9, 2021 16:24:22","Larvae, Eggs, Pupae",,5,3
D52,3.4187598,-76.5505677,Comuna 18,TRUE,"Mar 9, 2021 16:26:41","Larvae, Eggs",,,
D54,3.4187082,-76.550601,Comuna 18,TRUE,"Mar 9, 2021 16:28:20",Eggs,,,
D17,3.4186994,-76.5505606,Comuna 18,TRUE,"Mar 15, 2021 14:49:07","Larvae, Eggs",584,5,0
D46,3.4187742,-76.5505591,Comuna 18,TRUE,"Mar 15, 2021 14:50:01","Larvae, Eggs",103,5,5
D91,3.4186994,-76.5505606,Comuna 18,TRUE,"Mar 15, 2021 14:51:12","Larvae, Eggs",4,3,2
D88,3.418775,-76.5506361,Comuna 18,TRUE,"Mar 15, 2021 14:52:06","Larvae, Eggs",432,5,0
D85,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 15, 2021 14:52:54","Larvae, Eggs",1351,5,1
D92,3.4186994,-76.5505606,Comuna 18,TRUE,"Mar 15, 2021 14:53:41","Larvae, Eggs",442,3,3
D53,3.418775,-76.5506361,Comuna 18,TRUE,"Mar 15, 2021 14:54:44","Larvae, Eggs",12,5,4
D18,3.4194663,-76.549365,Comuna 18,TRUE,"Mar 15, 2021 14:56:22","Larvae, Eggs",156,5,5
K10,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 15, 2021 15:01:28","Larvae, Eggs",38,3,1
K14,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 15, 2021 15:17:55","Larvae, Eggs",1,1,0
K4,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 15, 2021 15:19:56","Larvae, Eggs",183,5,1
K17,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 15, 2021 15:22:09","Larvae, Eggs",223,5,0
K11,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:21:11","Larvae, Eggs",,5,0
K15,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:22:23","Larvae, Eggs",,,
K13,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:23:03",Eggs,3,,
K6,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:24:27",Eggs,,,
K8,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:25:05",Eggs,,,
K7,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:25:55",Eggs,,,
K14,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:27:15","Larvae, Eggs, Pupae",,5,5
K4,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:28:34","Larvae, Eggs",,,
K10,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:29:59",Eggs,,,
K9,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:36:59","Larvae, Eggs",1167,5,4
K2,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 17, 2021 15:38:59","Larvae, Eggs",567,,
D67,3.4601898,-76.5517527,Comuna 1,TRUE,"Mar 17, 2021 15:42:43","Larvae, Eggs",,,
D93,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 15:43:57","Larvae, Eggs, Pupae",,5,2
D55,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 15:45:17","Larvae, Eggs",,,
D59,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 15:46:35",Eggs,,,
D74,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 15:48:24",Eggs,42,,
D37,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 15:52:51","Larvae, Eggs",,,
D94,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 15:59:34","Larvae, Eggs",,,
D76,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 16:01:29","Larvae, Eggs",,5,3
D83,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 17, 2021 16:03:52","Larvae, Eggs",,,
D62,3.457129,-76.5613651,Comuna 1,TRUE,"Mar 17, 2021 16:07:19","Larvae, Eggs",,,
D66,3.4611282,-76.5574494,Comuna 1,TRUE,"Mar 17, 2021 16:09:36","Larvae, Eggs",,,
D68,3.4580212,-76.5494217,Comuna 1,TRUE,"Mar 17, 2021 16:10:31","Larvae, Eggs",,4,1
K17,3.4194663,-76.549365,Comuna 20,FALSE,"Mar 17, 2021 16:11:21",Eggs,,,
D78,3.4187485,-76.5505872,Comuna 1,FALSE,"Mar 17, 2021 16:11:45",Eggs,,,
D61,3.4187089,-76.5506086,Comuna 1,FALSE,"Mar 17, 2021 16:12:15",Eggs,,,
D90,3.3812962,-76.5483955,Comuna 18,TRUE,"Mar 18, 2021 15:20:05","Larvae, Eggs",1858,5,5
D89,3.3812962,-76.5483955,Comuna 18,TRUE,"Mar 18, 2021 15:20:43",Eggs,,,
K16,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 23, 2021 11:08:26","Larvae, Eggs",3,2,2
K5,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 23, 2021 11:09:36",Eggs,69,,
K12,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 23, 2021 11:16:58","Larvae, Eggs",214,5,5
K3,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 23, 2021 11:19:28","Larvae, Eggs",52,,
K76,3.4194663,-76.549365,Comuna 20,TRUE,"Mar 23, 2021 11:21:04","Larvae, Eggs",132,,
D72,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 23, 2021 11:23:12","Larvae, Eggs",5,1,1
D73,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 23, 2021 11:24:23","Larvae, Eggs",1,,
D95,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 23, 2021 11:25:49","Larvae, Eggs",973,5,5
D82,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 23, 2021 11:27:20","Larvae, Eggs",481,5,5
D49,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 23, 2021 11:29:10","Larvae, Eggs",369,5,5
D57,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 23, 2021 11:30:30","Larvae, Eggs",267,1,1
D58,3.4188449,-76.5504709,Comuna 1,TRUE,"Mar 23, 2021 11:34:27","Larvae, Eggs",78,2,2
D35,3.4187394,-76.5506239,Comuna 1,TRUE,"Mar 23, 2021 11:35:48","Larvae, Eggs",97,,
D63,3.4571052,-76.5610273,Comuna 1,TRUE,"Mar 23, 2021 11:37:34","Larvae, Eggs",80,1,1
D64,3.458842,-76.5567918,Comuna 1,TRUE,"Mar 23, 2021 11:39:05","Larvae, Eggs",107,4,4
D88,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:43:49",Eggs,384,,
D69,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:45:46","Larvae, Eggs",,5,3
D54,3.4194611,-76.5490037,Comuna 18,FALSE,"Mar 25, 2021 14:47:27",Eggs,,,
D51,3.4194611,-76.5490037,Comuna 18,FALSE,"Mar 25, 2021 14:48:31",Eggs,,,
D87,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:49:32",Eggs,,,
D17,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:51:50","Larvae, Eggs",,5,4
D91,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:52:34",Eggs,,,
D52,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:54:15","Larvae, Eggs",,5,3
D81,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:55:58","Larvae, Eggs",,5,4
D16,3.4188722,-76.55081,Comuna 18,TRUE,"Mar 25, 2021 14:57:10","Larvae, Eggs",,,
D48,3.4197891,-76.5504487,Comuna 18,TRUE,"Mar 25, 2021 14:58:53","Larvae, Eggs",,5,3
D47,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 14:59:47",Eggs,102,,
D45,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:11:01",Eggs,,,
D46,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:12:27","Larvae, Eggs",146,1,1
D44,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:14:29","Larvae, Eggs",,4,3
D86,3.4188722,-76.55081,Comuna 18,FALSE,"Mar 25, 2021 15:18:28",Eggs,,,
D5,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:20:09","Larvae, Eggs",,4,0
D14,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:26:30",Eggs,79,,
D85,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:28:49","Larvae, Eggs",,,
D4,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:30:39","Larvae, Eggs",,5,3
D7,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:31:58","Larvae, Eggs",,5,4
D19,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:35:05","Larvae, Eggs",,2,2
D3,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:36:22","Larvae, Eggs",,5,5
D13,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:37:35",Eggs,34,,
D18,3.4188765,-76.5507968,Comuna 18,TRUE,"Mar 25, 2021 15:38:35",Eggs,37,,
D9,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:41:04",Eggs,72,,
D2,3.4188808,-76.5507997,Comuna 18,TRUE,"Mar 25, 2021 15:41:56",Eggs,183,,
D1,3.4194611,-76.5490037,Comuna 18,TRUE,"Mar 25, 2021 15:43:11","Larvae, Eggs",,5,5
D11,3.4194611,-76.5490037,Comuna 18,TRUE,"Apr 5, 2021 10:05:26","Larvae, Eggs",132,5,5
D92,3.4194611,-76.5490037,Comuna 18,TRUE,"Apr 5, 2021 10:07:09","Larvae, Eggs",320,5,5
D53,3.4194611,-76.5490037,Comuna 18,TRUE,"Apr 5, 2021 10:08:18","Larvae, Eggs",41,5,4
